authors,crawl_time,download_url,keyword,publication,publicationDate,publisher,search,snippet,title
"Ofer Melnik,Yehuda Vardi,Cun-Hui Zhang",2019-10-15 19:18:19,https://dl.acm.org/ft_gateway.cfm?id=1248688&ftid=423042&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",February 2008,JMLR.org,51,"Rankboost has been shown to be an effective algorithm for combining ranks. However, its ability to generalize well and not overfit is directly related to the choice of weak learner, in the sense that regularization of the rank function is due to the regularization properties of its weak learners. We ...",Concave Learners for Rankboost
Karen Davis,2019-10-15 19:18:19,https://dl.acm.org/ft_gateway.cfm?id=3329109&ftid=2053189&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",May 2018,ACM,51,"In this feature of the Bulletin, we highlight members of the SIGCSE community. In this issue, Bulletin co-editor Karen Davis interviewed Maureen Doyle. Maureen Doyle is Professor and Chair of Computer Science at Northern Kentucky University in greater Cincinnati. Maureen currently serves as a co-Chair of the Academic Alliance for ...",Member spotlight
"Tadao Takaoka,Stephen Violich",2019-10-15 19:18:19,https://dl.acm.org/ft_gateway.cfm?id=1151793&type=pdf,,CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"Some combinatorial generation problems can be broken into subproblems for which loopless algorithms already exist. We discuss means by which loop-less algorithms can be fused to produce a new loop-less algorithm that solves the original problem. We demonstrate this method with two new loopless algorithms, MIXPAR and MULTPERM. MIXPAR generates ...",Combinatorial generation by fusing loopless algorithms
Diane Crawford,2019-10-15 19:18:19,https://dl.acm.org/https://cacm.acm.org/magazines/2008/2/5446/fulltext,,"Communications of the ACM - Alternate reality gaming: Volume 51 Issue 2, February 2008",August 2016,ACM,51,,Editorial pointers
"Jacob Slonim,Sam Scully,Michael McAllister",2019-10-15 19:18:19,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/513/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",October 2018,ACM,51,What should be done to reverse falling CS enrollment in the Canadian education system?,Crossroads for Canadian CS enrollment
"Erik Wilde,Robert J. Glushko",2019-10-15 19:18:19,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/521/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",October 2008,ACM,51,How do we apply the concept of resource orientation by designing representations to support interactions?,Document design matters
"Amber Settle,Sue Fitzgerald,Briana Morrison",2019-10-15 19:18:19,https://dl.acm.org/ft_gateway.cfm?id=3329114&ftid=2053190&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",June 2016,ACM,51,"Like all Association for Computing Machinery Special Interest Groups (SIGs), SIGCSE relies heavily on volunteers for the work it does. Luckily, SIGCSE has a strong base of volunteers willing to help the SIG in its mission of providing a global forum for computing educators. A focus of the current SIGCSE ...",Volunteering with SIGCSE
"Amber Settle,Sue Fitzgerald,Briana Morrison",2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=3329114&ftid=2053190&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",February 2008,ACM,51,"Like all Association for Computing Machinery Special Interest Groups (SIGs), SIGCSE relies heavily on volunteers for the work it does. Luckily, SIGCSE has a strong base of volunteers willing to help the SIG in its mission of providing a global forum for computing educators. A focus of the current SIGCSE ...",Volunteering with SIGCSE
Karen Davis,2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=3355509&ftid=2078627&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 3, July 2019",May 2018,ACM,51,"In this feature of the Bulletin, we highlight members of the SIGCSE community. In this issue, Bulletin co-editor Karen Davis interviewed Amber Settle.",Member spotlight
M. R. K. Krishna Rao,2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=2523809&ftid=1391666&dwn=1,,CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"Learning from examples is an important characteristic feature of intelligence in both natural and artificial intelligent agents. In this paper, we study learnability of term rewriting systems from positive examples alone. We define a class of linear-bounded term rewriting systems that are inferable from positive examples. In linear-bounded term rewriting ...",Learnability of term rewrite systems from positive examples
"Alberto Ros,Stefanos Kaxiras",2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=3343270&ftid=2069635&dwn=1,"memory consistency, out-of-order execution, total store order",MICRO-51: Proceedings of the 51st Annual IEEE/ACM International Symposium on Microarchitecture,December 2016,IEEE Press,51,"In an out-of-order core, the load queue (LQ), the store queue (SQ), and the store buffer (SB) are responsible for ensuring: i) correct forwarding of stores to loads and ii) correct ordering among loads (with respect to external stores). The first requirement safeguards the sequential semantics of program execution and ...",The superfluous load queue
A. V. Kelarev,2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=1151795&type=pdf," algorithms, coding, directed graphs",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,August 2016,"Australian Computer Society, Inc.",51,A complete description and proof of correctness are given for a new polynomial time algorithm for a class of codes based on directed graphs and involving construction well known in system theory. Our construction has already been considered in the literature in relation to other questions. The investigation of codes ...,A polynomial algorithm for codes based on directed graphs
"Jeffrey Y. Kim,Jonathan P. Allen,Elan Lee",2019-10-15 19:18:20,https://dl.acm.org/https://cacm.acm.org/magazines/2008/2/5456/fulltext,,"Communications of the ACM - Alternate reality gaming: Volume 51 Issue 2, February 2008",October 2008,ACM,51,"Millions update the state of the game on the way to a common conclusion, in one case to help the Operator regain control of a spaceship and bring her crew back to the future.",Alternate reality gaming
,2019-10-15 19:18:20,https://dl.acm.org/ft_gateway.cfm?id=962447&ftid=237927&dwn=1,,"Journal of the ACM (JACM): Volume 51 Issue 1, January 2004",June 2016,ACM,51,,Foreword
"Saher Esmeir,Shaul Markovitch",2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=1248692&ftid=423046&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",February 2008,JMLR.org,51,"The majority of existing algorithms for learning decision trees are greedy---a tree is induced top-down, making locally optimal decisions at each node. In most cases, however, the constructed tree is not globally optimal. Even the few non-greedy learners cannot learn good trees when the concept is difficult. Furthermore, they require ...",Anytime Learning of Decision Trees
"Lars Kastner,Benjamin Lorenz,Andreas Paffenholz,Anna-Lena Winz",2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=3177800&ftid=1937805&dwn=1,,"ACM Communications in Computer Algebra: Volume 51 Issue 3, September 2017",May 2018,ACM,51,"We give an overview of the application 'fulton' for toric geometry of the software framework polymake. Using two-dimensional cyclic quotient singularities as our main example, we will show how to create toric varieties and divisors on these. The Singular interface of polymake allows one to go back to the algebraic ...",Toric geometry in polymake
"Rafal Kolanski,Gerwin Klein",2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=2523800&ftid=1391657&dwn=1,"B method, operating system specification, software verification",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"This paper gives an overview of a pilot project on the specification and verification of the L4 high-performance microkernel. Of the three aspects examined in the project, we describe one in more detail: the formalisation of the kernel's Application Programming Interface using the B Method. We conclude that machine-supported formal ...",Formalising the L4 microkernel API
"Giorgio Ausiello,Aristotelis Giannakos,Vangelis Th. Paschos",2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=2523811&ftid=1391668&dwn=1,"budget saving, set-covering, competitive ratio, dominating set, on-line algorithm",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,August 2016,"Australian Computer Society, Inc.",51,"We study the following on-line model for set-covering: elements of a ground set of size n arrive one-by-one and with any such element c i , arrives also the name of some set S i 0 containing c i and covering the most of the uncovered ground set-elements (obviously, these ...",Greedy algorithms for on-line set-covering and related problems
Joseph O'Rourke,2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=1412714&ftid=399127&dwn=1,,"ACM SIGACT News: Volume 39 Issue 3, September 2008",September 2008,ACM,51,"Can a simple spherical polygon always be triangulated? The answer depends on the definitions of ""polygon"" and ""triangulate"". Define a spherical polygon to be a simple, closed curve on a sphere S composed of a finite number of great circle arcs (also known as geodesic arcs) meeting at vertices. Can ...",Computational geometry column 51
,2019-10-15 19:18:21,https://dl.acm.org/https://cacm.acm.org/magazines/2008/2/5457/fulltext,,"Communications of the ACM - Alternate reality gaming: Volume 51 Issue 2, February 2008",October 2008,ACM,51,,News track
"Saher Esmeir,Shaul Markovitch",2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=1248692&ftid=423046&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",June 2016,JMLR.org,51,"The majority of existing algorithms for learning decision trees are greedy---a tree is induced top-down, making locally optimal decisions at each node. In most cases, however, the constructed tree is not globally optimal. Even the few non-greedy learners cannot learn good trees when the concept is difficult. Furthermore, they require ...",Anytime Learning of Decision Trees
,2019-10-15 19:18:21,https://dl.acm.org/ft_gateway.cfm?id=962447&ftid=237927&dwn=1,,"Journal of the ACM (JACM): Volume 51 Issue 1, January 2004",February 2008,ACM,51,,Foreword
Ye Henry Tian,2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=2523799&ftid=1391656&dwn=1,"program transformation, correctness proofs, higher-order abstract syntax, logical framework",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"In this paper, we study the formalization of one-pass call-by-value CPS compilation using higher-order abstract syntax. In particular, we verify mechanically that the source program and the CPS-transformed program have the same observable behavior. A key advantage of this approach is that it avoids any administrative redexes thereby simplifying the ...",Mechanically verifying correctness of CPS compilation
Sebastian Link,2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=2523807&ftid=1391664&dwn=1,"axiomatisation, null values, database theory, implication, multivalued dependency",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,August 2016,"Australian Computer Society, Inc.",51,"The implication of multivalued dependencies (MVDs) in relational databases has originally been defined in the context of some fixed finite universe (Fagin 1977, Zaniolo 1976). While axiomatisability, implication problem and many design problems have been intensely studied with respect to this notion, almost no research has been devoted towards the ...",On the logical implication of multivalued dependencies with null values
"Adrienne Decker,Mark Allen Weiss,Judithe Sheard",2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=3329115&ftid=2053196&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",September 2008,ACM,51,"The SIGCSE Board is pleased to announce the creation of an ACM-approved SIG award, the SIGCSE Test of Time Award. This award will recognize an outstanding paper published in the SIGCSE community that has had meaningful impact on computing education practice and research. Unlike the Top Ten Symposium Papers award, ...",Announcing the SIGCSE test of time award
Michiel Smid,2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=2523795&ftid=1391652&dwn=1,"computational geometry, minimum spanning trees, spanners",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"An O ( n log n )--time algorithm is presented that, when given a set S of n points in R d and an integer k with 0 ≤ k ≤ n , computes a graph with vertex set S , that contains at most n − 1 + k ...",Geometric spanners with few edges and degree five
,2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=1325555&ftid=500114&dwn=1,,,October 2008,,51,,"Communications of the ACM - Urban sensing: out of the woods: Volume 51 Issue 3, March 2008"
"John Abbott,Anna M. Bigatti",2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=3177801&ftid=1937807&dwn=1,,"ACM Communications in Computer Algebra: Volume 51 Issue 3, September 2017",June 2016,ACM,51,"CoCoA-5 is an interactive Computer Algebra System for Computations in Commutative Algebra, particularly Gröbner bases. It offers a dedicated, mathematician-friendly programming language, with many built-in functions. Its mathematical core is a user-friendly C++ library, called CoCoALib; being a software library facilitates integration with other software. The software is free and ...",CoCoA-5.2.2 and CoCoALib
"John Abbott,Anna M. Bigatti",2019-10-15 19:18:22,https://dl.acm.org/ft_gateway.cfm?id=3177801&ftid=1937807&dwn=1,,"ACM Communications in Computer Algebra: Volume 51 Issue 3, September 2017",February 2008,ACM,51,"CoCoA-5 is an interactive Computer Algebra System for Computations in Commutative Algebra, particularly Gröbner bases. It offers a dedicated, mathematician-friendly programming language, with many built-in functions. Its mathematical core is a user-friendly C++ library, called CoCoALib; being a software library facilitates integration with other software. The software is free and ...",CoCoA-5.2.2 and CoCoALib
Judithe Sheard,2019-10-15 19:18:23,https://dl.acm.org/ft_gateway.cfm?id=3329113&ftid=2053185&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",May 2018,ACM,51,The SIGCSE Board invites applications for the next round of SIGCSE Special Project Grants. The deadline for this round is May 15 2019.,Special projects grants
"Anders Dessmark,Jesper Jansson,Andrzej Lingas,Eva-Marta Lundell,Mia Persson",2019-10-15 19:18:23,https://dl.acm.org/ft_gateway.cfm?id=2523805&ftid=1391662&dwn=1,"clique partition, approximation algorithms",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We consider the following clustering problems: given a general undirected graph, partition its vertices into disjoint clusters such that each cluster forms a clique and the number of edges within the clusters is maximized ( Max-ECP ), or the number of edges between clusters is minimized ( Min-ECP ). These ...",On the approximability of maximum and minimum edge clique partition problems
"Yiming Ying,Ding-Xuan Zhou",2019-10-15 19:18:23,https://dl.acm.org/ft_gateway.cfm?id=1248668&ftid=423022&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",October 2008,JMLR.org,51,Gaussian kernels with flexible variances provide a rich family of Mercer kernels for learning algorithms. We show that the union of the unit balls of reproducing kernel Hilbert spaces generated by Gaussian kernels with flexible variances is a uniform Glivenko-Cantelli (uGC) class. This result confirms a conjecture concerning learnability of ...,Learnability of Gaussians with Flexible Variances
,2019-10-15 19:18:23,https://dl.acm.org/ft_gateway.cfm?id=1314215&ftid=522435&dwn=1,,,January 2006,,51,,"Communications of the ACM - Alternate reality gaming: Volume 51 Issue 2, February 2008"
Diane Crawford,2019-10-15 19:18:23,https://dl.acm.org/https://cacm.acm.org/magazines/2008/6/5400/fulltext,,"Communications of the ACM - Organic user interfaces: Volume 51 Issue 6, June 2008",September 2008,ACM,51,,Editorial pointers
"Anders Dessmark,Jesper Jansson,Andrzej Lingas,Eva-Marta Lundell,Mia Persson",2019-10-15 19:18:24,https://dl.acm.org/ft_gateway.cfm?id=1151797&type=pdf,"approximation algorithms, clique partition",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We consider the following clustering problems: given a general undirected graph, partition its vertices into disjoint clusters such that each cluster forms a clique and the number of edges within the clusters is maximized ( Max-ECP ), or the number of edges between clusters is minimized ( Min-ECP ). These ...",On the approximability of maximum and minimum edge clique partition problems
"Elizabeth K. Hawthorne,Manuel A. Pérez-Quiñones",2019-10-15 19:18:24,https://dl.acm.org/ft_gateway.cfm?id=3310217&ftid=2037837&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 1, January 2019",October 2008,ACM,51,"The SIGCSE 2019 Organizing and Program Committees are thrilled to invite you to join us in Minneapolis, Minnesota from February 28 to March 2, 2019, for the Celebration of the 50th SIGCSE Technical Symposium! Our program celebrates successes and growth over the past 50 years while setting a vision of ...",SIGCSE 2019 preview
,2019-10-15 19:18:24,https://dl.acm.org/https://cacm.acm.org/magazines/2008/6/5382/fulltext,,"Communications of the ACM - Organic user interfaces: Volume 51 Issue 6, June 2008",June 2016,ACM,51,,News track
Cyrus Farivar,2019-10-15 19:18:24,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/536/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",February 2008,ACM,51,"With end-to-end auditable voting, a voter can verify whether his or her vote was tallied correctly and whether all of the votes were properly tabulated.",Clean elections
"Bryan Cantrill,Jeff Bonwick",2019-10-15 19:18:24,https://dl.acm.org/https://cacm.acm.org/magazines/2008/11/538/fulltext,,"Communications of the ACM - Remembering Jim Gray: Volume 51 Issue 11, November 2008",September 2008,ACM,51,What does the proliferation of concurrency mean for the software you develop?,Real-world concurrency
Shuai Cheng Li,2019-10-15 19:18:24,https://dl.acm.org/ft_gateway.cfm?id=1151798&type=pdf,"complexity, algorithm, pattern discovery",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"The missing pattern pair problem, introduced in (Inenaga, Kivioja & Mäakinen 2004), was motivated by the need for optimization in Polymerase Chain Reaction, a technique commonly used in bioinformatics. The problem is to find a pair of patterns of the shortest total length within a string of length n , ...",Faster algorithms for finding missing patterns
"Elizabeth K. Hawthorne,Manuel A. Pérez-Quiñones,Sarah Heckman,Jian Zhang",2019-10-15 19:18:24,https://dl.acm.org/ft_gateway.cfm?id=3329104&ftid=2053186&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",October 2008,ACM,51,"SIGCSE celebrated its 50th Technical Symposium in Minneapolis, Minnesota, USA from February 27 to March 2, 2019. We were delighted to have served as Symposium and Program co-chairs of the symposium. In spite of the historic 30.4 inches of record snowfall during the month of February, the Golden Anniversary of ...",SIGCSE technical symposium 2019 report
Cyrus Farivar,2019-10-15 19:18:24,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/536/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",June 2016,ACM,51,"With end-to-end auditable voting, a voter can verify whether his or her vote was tallied correctly and whether all of the votes were properly tabulated.",Clean elections
,2019-10-15 19:18:25,https://dl.acm.org/https://cacm.acm.org/magazines/2008/1/5486/fulltext,,"Communications of the ACM - 50th anniversary issue: 1958 - 2008: Volume 51 Issue 1, January 2008",February 2008,ACM,51,,Forum
"Michael Ross,Mark Oskin",2019-10-15 19:18:25,https://dl.acm.org/https://cacm.acm.org/magazines/2008/7/5369/fulltext,,"Communications of the ACM - Web science: Volume 51 Issue 7, July 2008",September 2008,ACM,51,"Researchers are optimistic, but a practical device is years away.",Quantum computing
David Tennenhouse,2019-10-15 19:18:25,https://dl.acm.org/ft_gateway.cfm?id=3139647&ftid=1905466&dwn=1,,"ACM SIGOPS Operating Systems Review - Special Topics: Volume 51 Issue 1, August 2017",October 2008,ACM,51,"VMware has its roots in the academic research community, starting with the commercialization of the work on x86 virtualization of Prof. Mendel Rosenblum and his team at Stanford University [1]. Developers embraced VMware's original workstation product and the ensuing work on server virtualization led to today's vSphere platform, which has ...",Research at VMware
"Abdessalam Elhabbash,Faiza Samreen,James Hadley,Yehia Elkhatib",2019-10-15 19:18:25,https://dl.acm.org/ft_gateway.cfm?id=3274657&ftid=2039754&dwn=1,"Cloud computing, cloud brokerage, survey, systematic literature review","ACM Computing Surveys (CSUR): Volume 51 Issue 6, February 2019",June 2016,ACM,51,"Background —The proliferation of cloud services has opened a space for cloud brokerage services. Brokers intermediate between cloud customers and providers to assist the customer in selecting the most suitable service, helping to manage the dimensionality, heterogeneity, and uncertainty associated with cloud services. Objective —Unlike other surveys, this survey focuses ...",Cloud Brokerage: A Systematic Survey
"Abdessalam Elhabbash,Faiza Samreen,James Hadley,Yehia Elkhatib",2019-10-15 19:18:25,https://dl.acm.org/ft_gateway.cfm?id=3274657&ftid=2039754&dwn=1,"Cloud computing, cloud brokerage, survey, systematic literature review","ACM Computing Surveys (CSUR): Volume 51 Issue 6, February 2019",February 2008,ACM,51,"Background —The proliferation of cloud services has opened a space for cloud brokerage services. Brokers intermediate between cloud customers and providers to assist the customer in selecting the most suitable service, helping to manage the dimensionality, heterogeneity, and uncertainty associated with cloud services. Objective —Unlike other surveys, this survey focuses ...",Cloud Brokerage: A Systematic Survey
Alexander S. Szalay,2019-10-15 19:18:25,https://dl.acm.org/https://cacm.acm.org/magazines/2008/11/549/fulltext,,"Communications of the ACM - Remembering Jim Gray: Volume 51 Issue 11, November 2008",September 2008,ACM,51,"How he helped develop the SkyServer, delivering computation directly to terabytes of astronomical data.","Jim Gray, astronomer"
"Jacek Blazewicz,Marta Kasprzak",2019-10-15 19:18:25,https://dl.acm.org/ft_gateway.cfm?id=2523804&ftid=1391661&dwn=1,"combinatorial optimization, partial digest, computational complexity, DNA restriction mapping",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"The problem to be addressed is one of the genome mapping of DNA molecules. The new approach --- the Simplified Partial Digest Problem (SPDP), is analyzed. This approach is easy in laboratory implementation and robust with respect to measurement errors. In the paper, it is formulated in terms of a ...",On the complexity of the DNA simplified partial digest problem
David Roman,2019-10-15 19:18:26,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/532/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",October 2008,ACM,51,, site to launch in January
"James Hays,Alexei A. Efros",2019-10-15 19:18:26,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/516/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",June 2016,ACM,51,"What can you do with a million images? In this paper, we present a new image completion algorithm powered by a huge database of photographs gathered from the Web. The algorithm patches up holes in images by finding similar image regions in the database that are not only seamless, but ...",Scene completion using millions of photographs
"Evangelos Kanoulas,Jussi Karlgren",2019-10-15 19:18:26,https://dl.acm.org/ft_gateway.cfm?id=3130344&ftid=1898460&dwn=1,,"ACM SIGIR Forum: Volume 51 Issue 1, June 2017",January 2006,ACM,51,,Practical Issues in Information Access System Evaluation
,2019-10-15 19:18:26,https://dl.acm.org/https://cacm.acm.org/magazines/2008/6/5382/fulltext,,"Communications of the ACM - Organic user interfaces: Volume 51 Issue 6, June 2008",February 2008,ACM,51,,News track
Alex Wright,2019-10-15 19:18:26,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/535/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",September 2008,ACM,51,"While the Semantic Web may be a long time coming, Deep Web search strategies offer the promise of a semantic Web.",Searching the deep web
Shuai Cheng Li,2019-10-15 19:18:26,https://dl.acm.org/ft_gateway.cfm?id=2523806&ftid=1391663&dwn=1,"complexity, algorithm, pattern discovery",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"The missing pattern pair problem, introduced in (Inenaga, Kivioja & Mäkinen 2004) was motivated by the need for optimization in Polymerase Chain Reaction, a technique commonly used in bioinformatics. The problem is to find a pair of patterns of the shortest total length within a string of length n , ...",Faster algorithms for finding missing patterns
"Thorsten Joachims,Laura Granka,Bing Pan,Helene Hembrooke,Geri Gay",2019-10-15 19:18:26,https://dl.acm.org/ft_gateway.cfm?id=3130334&ftid=1898456&dwn=1,"Eyetracking, Clickthrough, Implicit Feedback, WWWSearch","ACM SIGIR Forum: Volume 51 Issue 1, June 2017",October 2008,ACM,51,"This paper examines the reliability of implicit feedback generated from clickthrough data in WWW search. Analyzing the users' decision process using eyetracking and comparing implicit feedback against manual relevance judgments, we conclude that clicks are informative but biased. While this makes the interpretation of clicks as absolute relevance judgments difficult, ...",Accurately Interpreting Clickthrough Data as Implicit Feedback
,2019-10-15 19:18:27,https://dl.acm.org/https://cacm.acm.org/magazines/2008/1/5486/fulltext,,"Communications of the ACM - 50th anniversary issue: 1958 - 2008: Volume 51 Issue 1, January 2008",June 2016,ACM,51,,Forum
Drew McDermott,2019-10-15 19:18:27,https://dl.acm.org/ft_gateway.cfm?id=1045232&ftid=296568&dwn=1,,"ACM SIGART Bulletin: Issue 51, April 1975",January 2006,ACM,51,"This is a brief report on a frustrating problem (or constellation of problems) that has been a source of controversy at our lab recently. It is a summary of the ideas of many people, but, since even the formulation of the problem is controversial, your reporter is solely responsible for ...",Symbol-mapping: a technical problem in PLANNER-like systems
"Ali Davoudian,Liu Chen,Mengchi Liu",2019-10-15 19:18:27,https://dl.acm.org/ft_gateway.cfm?id=3158661&ftid=1957671&dwn=1,"ACID, CAP theorem, NoSQL, consistency model, data model, elasticity, partitioning, replication","ACM Computing Surveys (CSUR): Volume 51 Issue 2, June 2018",February 2008,ACM,51,"Recent demands for storing and querying big data have revealed various shortcomings of traditional relational database systems. This, in turn, has led to the emergence of a new kind of complementary nonrelational data store, named as NoSQL. This survey mainly aims at elucidating the design decisions of NoSQL stores with ...",A Survey on NoSQL Stores
"Yuichi Asahiro,Eiji Miyano,Hirotaka Ono,Kouhei Zenmyo",2019-10-15 19:18:27,https://dl.acm.org/ft_gateway.cfm?id=2523796&ftid=1391653&dwn=1,"approximation algorithms, graph orientation, min-max optimization, ",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We study the problem of orienting the edges of a weighted graph such that the maximum weighted out-degree of vertices is minimized. This problem, which has applications in the guard arrangement for example can be shown to be NP -hard generally. In this paper we first give optimal orientation algorithms ...",Graph orientation algorithms to minimize the maximum outdegree
,2019-10-15 19:18:27,https://dl.acm.org/https://cacm.acm.org/magazines/2008/1/5476/fulltext,,"Communications of the ACM - 50th anniversary issue: 1958 - 2008: Volume 51 Issue 1, January 2008",October 2008,ACM,51,,Introduction
"Ali Davoudian,Liu Chen,Mengchi Liu",2019-10-15 19:18:27,https://dl.acm.org/ft_gateway.cfm?id=3158661&ftid=1957671&dwn=1,"ACID, CAP theorem, NoSQL, consistency model, data model, elasticity, partitioning, replication","ACM Computing Surveys (CSUR): Volume 51 Issue 2, June 2018",June 2016,ACM,51,"Recent demands for storing and querying big data have revealed various shortcomings of traditional relational database systems. This, in turn, has led to the emergence of a new kind of complementary nonrelational data store, named as NoSQL. This survey mainly aims at elucidating the design decisions of NoSQL stores with ...",A Survey on NoSQL Stores
"Ofer Melnik,Yehuda Vardi,Cun-Hui Zhang",2019-10-15 19:18:27,https://dl.acm.org/ft_gateway.cfm?id=1248688&ftid=423042&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",January 2006,JMLR.org,51,"Rankboost has been shown to be an effective algorithm for combining ranks. However, its ability to generalize well and not overfit is directly related to the choice of weak learner, in the sense that regularization of the rank function is due to the regularization properties of its weak learners. We ...",Concave Learners for Rankboost
"James Hays,Alexei A. Efros",2019-10-15 19:18:27,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/516/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",February 2008,ACM,51,"What can you do with a million images? In this paper, we present a new image completion algorithm powered by a huge database of photographs gathered from the Web. The algorithm patches up holes in images by finding similar image regions in the database that are not only seamless, but ...",Scene completion using millions of photographs
"Qiong Gui,Maria V. Ruiz-Blondet,Sarah Laszlo,Zhanpeng Jin",2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=3230632&ftid=2042889&dwn=1,"Biometric, authentication, brain, brainprints, identification","ACM Computing Surveys (CSUR): Volume 51 Issue 6, February 2019",September 2008,ACM,51,"Brainwaves, which reflect brain electrical activity and have been studied for a long time in the domain of cognitive neuroscience, have recently been proposed as a promising biometric approach due to their unique advantages of confidentiality, resistance to spoofing/circumvention, sensitivity to emotional and mental state, continuous nature, and cancelability. Recent ...",A Survey on Brain Biometrics
